,Left,Right,Conf,Lift,ChiSquared,AllConf,Kulc,IR
642,中国高校 地方所属高校 ,学校 公办高校 中国大学 ,0.7978723404255319,60.93929162950695,9096.27901342997,0.7978723404255319,0.8480379666199516,0.10243902439024388
643,中国高校 ,地方所属高校 学校 公办高校 中国大学 ,0.6912442396313364,58.38953825495163,8712.548926847787,0.6912442396313364,0.8423108615375225,0.3027522935779816
644,公办高校 地方所属高校 ,学校 中国高校 中国大学 ,0.9375,59.7890625,8922.616985005454,0.75,0.84375,0.1904761904761905
645,公办高校 ,地方所属高校 学校 中国高校 中国大学 ,0.8108108108108109,57.45495495495496,8566.062502150657,0.8108108108108109,0.8220720720720721,0.023255813953488417
646,地方所属高校 ,学校 中国高校 公办高校 中国大学 ,0.7894736842105263,60.66106531388713,9054.12481842494,0.7894736842105263,0.8465440710209258,0.11650485436893213
647,学校 中国大学 中国高校 地方所属高校 ,专科高校 ,0.7111111111111111,64.78730158730158,8245.934516782563,0.7111111111111111,0.8126984126984127,0.20833333333333326
648,学校 中国大学 中国高校 专科高校 ,地方所属高校 ,0.955223880597015,64.12568735271013,8161.838231103898,0.6736842105263158,0.8144540455616653,0.2857142857142858
649,学校 中国大学 中国高校 ,地方所属高校 专科高校 ,0.64,61.37744360902255,7806.925484509324,0.64,0.801203007518797,0.3268292682926829
650,学校 中国大学 地方所属高校 专科高校 ,中国高校 ,1.0,58.77880184331797,7473.099321555046,0.5898617511520737,0.7949308755760369,0.41013824884792627
651,学校 中国大学 地方所属高校 ,专科高校 中国高校 ,0.7071823204419889,64.42936069455406,8199.640355636182,0.7071823204419889,0.8107340173638515,0.21243523316062168
652,学校 中国大学 专科高校 ,地方所属高校 中国高校 ,0.955223880597015,64.80787551603684,8250.02322943882,0.6808510638297872,0.8180374722134012,0.27835051546391754
653,学校 中国高校 地方所属高校 专科高校 ,中国大学 ,1.0,13.540339702760084,1694.597083826028,0.13588110403397027,0.5679405520169851,0.86411889596603
654,学校 中国高校 地方所属高校 ,专科高校 中国大学 ,0.7111111111111111,64.78730158730158,8245.934516782563,0.7111111111111111,0.8126984126984127,0.20833333333333326
655,学校 中国高校 专科高校 ,地方所属高校 中国大学 ,0.955223880597015,64.12568735271013,8161.838231103898,0.6736842105263158,0.8144540455616653,0.2857142857142858
656,学校 中国高校 ,地方所属高校 专科高校 中国大学 ,0.64,61.37744360902255,7806.925484509324,0.64,0.801203007518797,0.3268292682926829
657,学校 地方所属高校 专科高校 ,中国高校 中国大学 ,1.0,58.77880184331797,7473.099321555046,0.5898617511520737,0.7949308755760369,0.41013824884792627
658,学校 地方所属高校 ,专科高校 中国高校 中国大学 ,0.7071823204419889,64.42936069455406,8199.640355636182,0.7071823204419889,0.8107340173638515,0.21243523316062168
659,学校 专科高校 ,地方所属高校 中国高校 中国大学 ,0.955223880597015,64.80787551603684,8250.02322943882,0.6808510638297872,0.8180374722134012,0.27835051546391754
660,中国大学 中国高校 地方所属高校 专科高校 ,学校 ,0.9624060150375939,8.3449957320221,1135.1595785870688,0.08701563562202583,0.5247108253298098,0.9065040650406504
661,中国大学 中国高校 地方所属高校 ,专科高校 学校 ,0.6808510638297872,64.80787551603684,8250.02322943882,0.6808510638297872,0.8180374722134012,0.27835051546391754
662,中国大学 中国高校 专科高校 ,地方所属高校 学校 ,0.9142857142857143,64.42936069455406,8199.640355636182,0.7071823204419889,0.8107340173638515,0.21243523316062168
663,中国大学 中国高校 ,地方所属高校 专科高校 学校 ,0.5898617511520737,58.77880184331797,7473.099321555046,0.5898617511520737,0.7949308755760369,0.41013824884792627
664,中国大学 地方所属高校 专科高校 ,学校 中国高校 ,0.9624060150375939,61.37744360902255,7806.9254845093255,0.64,0.801203007518797,0.3268292682926829
665,中国大学 地方所属高校 ,学校 专科高校 中国高校 ,0.6736842105263158,64.12568735271013,8161.838231103899,0.6736842105263158,0.8144540455616653,0.2857142857142858
666,中国大学 专科高校 ,地方所属高校 学校 中国高校 ,0.9142857142857143,64.78730158730158,8245.934516782565,0.7111111111111111,0.8126984126984127,0.20833333333333326
667,中国高校 地方所属高校 专科高校 ,学校 中国大学 ,0.9624060150375939,13.371992071682474,1665.48580181031,0.1394335511982571,0.5509197831179256,0.8504875406283857
668,中国高校 地方所属高校 ,专科高校 学校 中国大学 ,0.6808510638297872,64.80787551603684,8250.02322943882,0.6808510638297872,0.8180374722134012,0.27835051546391754
669,中国高校 专科高校 ,地方所属高校 学校 中国大学 ,0.9142857142857143,64.42936069455406,8199.640355636182,0.7071823204419889,0.8107340173638515,0.21243523316062168
670,中国高校 ,地方所属高校 专科高校 学校 中国大学 ,0.5898617511520737,58.77880184331797,7473.099321555046,0.5898617511520737,0.7949308755760369,0.41013824884792627
671,地方所属高校 专科高校 ,学校 中国高校 中国大学 ,0.9624060150375939,61.37744360902255,7806.9254845093255,0.64,0.801203007518797,0.3268292682926829
672,地方所属高校 ,学校 专科高校 中国高校 中国大学 ,0.6736842105263158,64.12568735271013,8161.838231103899,0.6736842105263158,0.8144540455616653,0.2857142857142858
673,专科高校 ,地方所属高校 学校 中国高校 中国大学 ,0.9142857142857143,64.78730158730158,8245.934516782565,0.7111111111111111,0.8126984126984127,0.20833333333333326
674,学校 组织机构 ,公司 组织 ,0.0,0.0,478.4074078090716,0.0,0.0,0.19353304802662866
675,学校 组织机构 ,学校 中国大学 ,0.5928286852589641,8.236960654115563,5781.670162997424,0.5928286852589641,0.7016431007994168,0.23582925122463275
676,学校 组织机构 ,人物 政治人物 ,0.0,0.0,485.855243239884,0.0,0.0,0.18508026440037767
677,学校 组织机构 ,人物 科学家 ,0.0,0.0,446.73606353230053,0.0,0.0,0.23159960745829244
678,学校 组织机构 ,人物 画家 ,0.0,0.0,408.6208622424869,0.0,0.0,0.2825753704649975
